Gender,Age,Debt,Married,BankCustomer,Industry,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
0,38.75,1.5,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,00076,0,0
1,32.42,2.165,0,0,Financials,Latino,0.0,0,0,0,0,ByBirth,00120,0,0
0,23.75,0.71,1,1,Industrials,White,0.25,0,1,1,1,ByBirth,00240,4,0
1,18.17,2.46,1,1,Energy,Other,0.96,0,1,2,1,ByBirth,00160,587,0
1,40.92,0.5,0,0,CommunicationServices,White,0.5,0,0,0,1,ByBirth,00130,0,0
1,19.5,9.585,1,1,ConsumerStaples,White,0.79,0,0,0,0,ByBirth,00080,350,0
1,28.58,3.625,1,1,ConsumerStaples,White,0.25,0,0,0,1,ByBirth,00100,0,0
1,35.58,0.75,1,1,Financials,White,1.5,0,0,0,1,ByBirth,00231,0,0
1,34.17,2.75,1,1,ConsumerDiscretionary,Asian,2.5,0,0,0,1,ByBirth,00232,200,0
1,33.17,2.25,0,0,InformationTechnology,White,3.5,0,0,0,1,ByBirth,00200,141,0
1,31.58,0.75,0,0,ConsumerStaples,White,3.5,0,0,0,1,ByBirth,00320,0,0
0,52.5,7.0,1,1,ConsumerStaples,Black,3.0,0,0,0,0,ByBirth,00000,0,0
1,36.17,0.42,0,0,Industrials,White,0.29,0,0,0,1,ByBirth,00309,2,0
1,37.33,2.665,1,1,InformationTechnology,White,0.165,0,0,0,1,ByBirth,00000,501,0
0,20.83,8.5,1,1,Energy,White,0.165,0,0,0,0,ByBirth,00000,351,0
1,24.08,9.0,1,1,ConsumerStaples,White,0.25,0,0,0,1,ByBirth,00000,0,0
1,25.58,0.335,1,1,Financials,Black,3.5,0,0,0,1,ByBirth,00340,0,0
0,35.17,3.75,1,1,Healthcare,Latino,0.0,0,1,6,0,ByBirth,00000,200,0
1,48.08,3.75,1,1,ConsumerDiscretionary,Asian,1.0,0,0,0,0,ByBirth,00100,2,0
0,15.83,7.625,1,1,Materials,White,0.125,0,1,1,1,ByBirth,00000,160,0
0,22.5,0.415,1,1,ConsumerDiscretionary,White,0.335,0,0,0,1,ByOtherMeans,00144,0,0
1,21.5,11.5,1,1,ConsumerDiscretionary,White,0.5,1,0,0,1,ByBirth,00100,68,0
0,23.58,0.83,1,1,Materials,White,0.415,0,1,1,1,ByBirth,00200,11,0
0,21.08,5.0,0,0,Healthcare,Latino,0.0,0,0,0,0,ByBirth,00000,0,0
1,25.67,3.25,1,1,Energy,Black,2.29,0,1,1,1,ByBirth,00416,21,0
0,38.92,1.665,1,1,ConsumerStaples,White,0.25,0,0,0,0,ByBirth,00000,390,0
0,15.75,0.375,1,1,Energy,White,1.0,0,0,0,0,ByBirth,00120,18,0
0,28.58,3.75,1,1,Energy,White,0.25,0,1,1,1,ByBirth,00040,154,0
1,22.25,9.0,1,1,ConsumerStaples,White,0.085,0,0,0,0,ByBirth,00000,0,0
1,29.83,3.5,1,1,Energy,White,0.165,0,0,0,0,ByBirth,00216,0,0
0,23.5,1.5,1,1,Industrials,White,0.875,0,0,0,1,ByBirth,00160,0,0
1,32.08,4.0,0,0,InformationTechnology,White,1.5,0,0,0,1,ByBirth,00120,0,0
1,31.08,1.5,0,0,Industrials,White,0.04,0,0,0,0,ByOtherMeans,00160,0,0
1,31.83,0.04,0,0,CommunicationServices,White,0.04,0,0,0,0,ByBirth,00000,0,0
0,21.75,11.75,1,1,Energy,White,0.25,0,0,0,1,ByBirth,00180,0,0
0,17.92,0.54,1,1,Energy,White,1.75,0,1,1,1,ByBirth,00080,5,0
1,30.33,0.5,1,1,Real Estate,Black,0.085,0,0,0,1,ByOtherMeans,00252,0,0
1,51.83,2.04,0,0,Healthcare,Latino,1.5,0,0,0,0,ByBirth,00120,1,0
1,47.17,5.835,1,1,Industrials,White,5.5,0,0,0,0,ByBirth,00465,150,0
1,25.83,12.835,1,1,InformationTechnology,White,0.5,0,0,0,0,ByBirth,00000,2,0
0,50.25,0.835,1,1,ConsumerStaples,White,0.5,0,0,0,1,ByBirth,00240,117,0
1,29.5,2.0,0,0,Education,Black,2.0,0,0,0,0,ByBirth,00256,17,0
0,37.33,2.5,1,1,ConsumerDiscretionary,Black,0.21,0,0,0,0,ByBirth,00260,246,0
0,41.58,1.04,1,1,ConsumerStaples,White,0.665,0,0,0,0,ByBirth,00240,237,0
0,30.58,10.665,1,1,Materials,Black,0.085,0,1,12,1,ByBirth,00129,3,0
1,19.42,7.25,1,1,CommunicationServices,White,0.04,0,1,1,0,ByBirth,00100,1,0
0,17.92,10.21,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,00000,50,0
0,20.08,1.25,1,1,Energy,White,0.0,0,0,0,0,ByBirth,00000,0,0
1,19.5,0.29,1,1,Financials,White,0.29,0,0,0,0,ByBirth,00280,364,0
1,27.83,1.0,0,0,Real Estate,Black,3.0,0,0,0,0,ByBirth,00176,537,0
1,17.08,3.29,1,1,ConsumerDiscretionary,White,0.335,0,0,0,1,ByBirth,00140,2,0
1,36.42,0.75,0,0,Real Estate,White,0.585,0,0,0,0,ByBirth,00240,3,0
1,40.58,3.29,1,1,CommunicationServices,White,3.5,0,0,0,1,ByOtherMeans,00400,0,0
1,21.08,10.085,0,0,Education,Black,1.25,0,0,0,0,ByBirth,00260,0,0
0,22.67,0.75,1,1,Energy,White,2.0,0,1,2,1,ByBirth,00200,394,0
0,25.25,13.5,0,0,Healthcare,Latino,2.0,0,1,1,1,ByBirth,00200,1,0
1,17.92,0.205,1,1,ConsumerStaples,White,0.04,0,0,0,0,ByBirth,00280,750,0
1,35.0,3.375,1,1,Energy,Black,8.29,0,0,0,1,ByBirth,00000,0,0
