Gender,Age,Debt,Married,BankCustomer,Industry,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
1,23.0,0.75,1,1,CommunicationServices,White,0.5,0,0,0,1,ByOtherMeans,00320,0,0
0,18.25,10.0,1,1,Industrials,White,1.0,0,1,1,0,ByBirth,00120,1,0
1,25.42,0.54,1,1,Industrials,White,0.165,0,1,1,0,ByBirth,00272,444,0
1,35.75,2.415,1,1,Industrials,White,0.125,0,1,2,0,ByBirth,00220,1,0
0,16.08,0.335,1,1,Healthcare,Latino,0.0,0,1,1,0,ByBirth,00160,126,0
0,31.92,3.125,1,1,Healthcare,Latino,3.04,0,1,2,1,ByBirth,00200,4,0
1,69.17,9.0,1,1,Healthcare,Latino,4.0,0,1,1,0,ByBirth,00070,6,0
1,32.92,2.5,1,1,ConsumerStaples,White,1.75,0,1,2,1,ByBirth,00720,0,0
1,16.33,2.75,1,1,ConsumerStaples,White,0.665,0,1,1,0,ByBirth,00080,21,0
1,22.17,12.125,1,1,Energy,White,3.335,0,1,2,1,ByBirth,00180,173,0
0,57.58,2.0,1,1,Healthcare,Latino,6.5,0,1,1,0,ByBirth,00000,10,0
1,18.25,0.165,1,1,Real Estate,White,0.25,0,0,0,1,ByOtherMeans,00280,0,0
1,23.42,1.0,1,1,Energy,White,0.5,0,0,0,1,ByOtherMeans,00280,0,0
0,15.92,2.875,1,1,Materials,White,0.085,0,0,0,0,ByBirth,00120,0,0
0,24.75,13.665,1,1,Materials,Black,1.5,0,0,0,0,ByBirth,00280,1,0
1,48.75,26.335,0,0,Healthcare,Latino,0.0,1,0,0,1,ByBirth,00000,0,0
1,23.5,2.75,1,1,Healthcare,Latino,4.5,0,0,0,0,ByBirth,00160,25,0
1,18.58,10.29,1,1,Healthcare,Latino,0.415,0,0,0,0,ByBirth,00080,0,0
1,27.75,1.29,1,1,Financials,Black,0.25,0,0,0,1,ByOtherMeans,00140,0,0
0,31.75,3.0,0,0,Research,Other,0.0,0,0,0,0,ByBirth,00160,20,0
0,24.83,4.5,1,1,Industrials,White,1.0,0,0,0,1,ByBirth,00360,6,0
1,19.0,1.75,0,0,Energy,White,2.335,0,0,0,1,ByBirth,00112,6,0
0,16.33,0.21,1,1,ConsumerStaples,White,0.125,0,0,0,0,ByBirth,00200,1,0
0,18.58,10.0,1,1,Real Estate,White,0.415,0,0,0,0,ByBirth,00080,42,0
1,16.25,0.0,0,0,ConsumerStaples,White,0.25,0,0,0,0,ByBirth,00060,0,0
1,23.0,0.75,1,1,CommunicationServices,White,0.5,1,0,0,1,ByOtherMeans,00320,0,0
1,21.17,0.25,0,0,Energy,Black,0.25,0,0,0,0,ByBirth,00280,204,0
1,17.5,22.0,0,1,Healthcare,Other,0.0,0,0,0,1,Temporary,00450,100000,1
1,19.17,0.0,0,0,CommunicationServices,Asian,0.0,0,0,0,1,ByOtherMeans,00500,1,1
1,36.75,0.125,0,0,Energy,White,1.5,0,0,0,1,ByBirth,00232,113,1
1,21.25,1.5,1,1,Industrials,White,1.5,0,0,0,0,ByBirth,00150,8,1
0,18.08,0.375,0,1,InformationTechnology,Latino,10.0,0,0,0,1,ByOtherMeans,00300,0,1
0,33.67,0.375,1,1,InformationTechnology,White,0.375,0,0,0,0,ByBirth,00300,44,1
1,48.58,0.205,0,0,Financials,White,0.25,1,1,11,0,ByBirth,00380,2732,1
1,33.67,1.25,1,1,Industrials,White,1.165,0,0,0,0,ByBirth,00120,0,0
0,29.5,1.085,0,0,Utilities,White,1.0,0,0,0,0,ByBirth,00280,13,0
1,30.17,1.085,0,0,Energy,White,0.04,0,0,0,0,ByBirth,00170,179,0
1,40.83,3.5,1,1,ConsumerDiscretionary,Asian,0.5,0,0,0,0,ByOtherMeans,01160,0,0
1,34.83,2.5,0,0,Industrials,White,3.0,0,0,0,0,ByOtherMeans,00200,0,0
1,28.46,4.0,0,0,ConsumerDiscretionary,White,0.085,0,0,0,1,ByBirth,00411,0,0
1,20.42,0.0,1,1,Energy,White,0.0,0,0,0,0,Temporary,00000,0,0
0,33.25,2.5,0,0,Energy,White,2.5,0,0,0,1,ByBirth,00000,2,0
1,34.08,2.5,1,1,Energy,White,1.0,0,0,0,0,ByBirth,00460,16,0
0,25.25,12.5,1,1,Real Estate,White,1.0,0,0,0,1,ByBirth,00180,1062,0
1,34.75,2.5,1,1,InformationTechnology,Asian,0.5,0,0,0,0,ByBirth,00348,0,0
1,27.67,0.75,1,1,Materials,Black,0.165,0,0,0,1,ByBirth,00220,251,0
1,47.33,6.5,1,1,Energy,White,1.0,0,0,0,1,ByBirth,00000,228,0
0,34.83,1.25,0,0,ConsumerDiscretionary,Black,0.5,0,0,0,1,ByBirth,00160,0,0
0,33.25,3.0,0,0,ConsumerStaples,White,2.0,0,0,0,0,ByBirth,00180,0,0
1,28.0,3.0,1,1,Industrials,White,0.75,0,0,0,1,ByBirth,00300,67,0
0,39.08,4.0,1,1,Energy,White,3.0,0,0,0,0,ByBirth,00480,0,0
1,42.75,4.085,1,1,ConsumerStaples,White,0.04,0,0,0,0,ByBirth,00108,100,0
1,26.92,2.25,1,1,ConsumerDiscretionary,Asian,0.5,0,0,0,1,ByBirth,00640,4000,0

